response,participantID,age,gender,language,amE,comments,expression,cc
0,79,81,female,English,AmE,""":""It would be easier if there were numbers on the slider bars.""}",confirm,lost his key
1,79,81,female,English,AmE,""":""It would be easier if there were numbers on the slider bars.""}",NAI MC,control
0,79,81,female,English,AmE,""":""It would be easier if there were numbers on the slider bars.""}",AI MC,control
0.27,79,81,female,English,AmE,""":""It would be easier if there were numbers on the slider bars.""}",medial NRRC,ate the last cupcake
0.31999999999999995,79,81,female,English,AmE,""":""It would be easier if there were numbers on the slider bars.""}",know,saw the murder
0.24,79,81,female,English,AmE,""":""It would be easier if there were numbers on the slider bars.""}",discover,cheated on his wife
0.20999999999999996,79,81,female,English,AmE,""":""It would be easier if there were numbers on the slider bars.""}",be right,stole the money
0.37,79,81,female,English,AmE,""":""It would be easier if there were numbers on the slider bars.""}",final NRRC,bought a new car
0.42000000000000004,79,81,female,English,AmE,""":""It would be easier if there were numbers on the slider bars.""}",confess,broke the plate
0.49,5,39,male,English,AmE,""":""""}",be right,cheated on his wife
0.5800000000000001,5,39,male,English,AmE,""":""""}",medial NRRC,stole the money
0.5,5,39,male,English,AmE,""":""""}",confirm,ate the last cupcake
0.5,5,39,male,English,AmE,""":""""}",final NRRC,bought a new car
1,5,39,male,English,AmE,""":""""}",NAI MC,control
0.64,5,39,male,English,AmE,""":""""}",confess,saw the murder
0.5,5,39,male,English,AmE,""":""""}",discover,broke the plate
0,5,39,male,English,AmE,""":""""}",AI MC,control
0.5,5,39,male,English,AmE,""":""""}",know,lost his key
0,72,63,male,English,AmE,""":""""}",confess,ate the last cupcake
0,72,63,male,English,AmE,""":""""}",AI MC,control
0.4,72,63,male,English,AmE,""":""""}",be right,saw the murder
1,72,63,male,English,AmE,""":""""}",NAI MC,control
0.06000000000000005,72,63,male,English,AmE,""":""""}",confirm,broke the plate
0.19999999999999996,72,63,male,English,AmE,""":""""}",medial NRRC,cheated on his wife
0.28,72,63,male,English,AmE,""":""""}",final NRRC,bought a new car
0.08999999999999997,72,63,male,English,AmE,""":""""}",discover,lost his key
0.33999999999999997,72,63,male,English,AmE,""":""""}",know,stole the money
1,29,37,male,English,AmE,""":""""}",NAI MC,control
0.9,29,37,male,English,AmE,""":""""}",know,saw the murder
0,29,37,male,English,AmE,""":""""}",confess,broke the plate
0,29,37,male,English,AmE,""":""""}",discover,bought a new car
0,29,37,male,English,AmE,""":""""}",confirm,cheated on his wife
0,29,37,male,English,AmE,""":""""}",final NRRC,lost his key
0.20999999999999996,29,37,male,English,AmE,""":""""}",medial NRRC,ate the last cupcake
0,29,37,male,English,AmE,""":""""}",AI MC,control
0.09999999999999998,29,37,male,English,AmE,""":""""}",be right,stole the money
0.09999999999999998,67,37,female,English,AmE,""":""""}",confirm,ate the last cupcake
0,67,37,female,English,AmE,""":""""}",AI MC,control
0.17000000000000004,67,37,female,English,AmE,""":""""}",discover,cheated on his wife
0.31000000000000005,67,37,female,English,AmE,""":""""}",be right,stole the money
0.26,67,37,female,English,AmE,""":""""}",medial NRRC,lost his key
0.19999999999999996,67,37,female,English,AmE,""":""""}",confess,broke the plate
0.36,67,37,female,English,AmE,""":""""}",know,saw the murder
1,67,37,female,English,AmE,""":""""}",NAI MC,control
0.63,67,37,female,English,AmE,""":""""}",final NRRC,bought a new car
0.12,43,50,female,English,AmE,""":""""}",discover,ate the last cupcake
0,43,50,female,English,AmE,""":""""}",know,cheated on his wife
0.09999999999999998,43,50,female,English,AmE,""":""""}",confirm,broke the plate
0.16000000000000003,43,50,female,English,AmE,""":""""}",be right,bought a new car
0,43,50,female,English,AmE,""":""""}",AI MC,control
1,43,50,female,English,AmE,""":""""}",NAI MC,control
0.18000000000000005,43,50,female,English,AmE,""":""""}",medial NRRC,saw the murder
0.17000000000000004,43,50,female,English,AmE,""":""""}",confess,stole the money
0.19999999999999996,43,50,female,English,AmE,""":""""}",final NRRC,lost his key
1,4,21,male,English,AmE,""":""""}",know,cheated on his wife
0.44999999999999996,4,21,male,English,AmE,""":""""}",medial NRRC,lost his key
0,4,21,male,English,AmE,""":""""}",confirm,ate the last cupcake
0,4,21,male,English,AmE,""":""""}",AI MC,control
0,4,21,male,English,AmE,""":""""}",discover,saw the murder
0,4,21,male,English,AmE,""":""""}",be right,stole the money
0.39,4,21,male,English,AmE,""":""""}",final NRRC,broke the plate
1,4,21,male,English,AmE,""":""""}",confess,bought a new car
1,4,21,male,English,AmE,""":""""}",NAI MC,control
0.26,40,36,female,English,AmE,""":""""}",medial NRRC,cheated on his wife
0,40,36,female,English,AmE,""":""""}",AI MC,control
1,40,36,female,English,AmE,""":""""}",NAI MC,control
0.29000000000000004,40,36,female,English,AmE,""":""""}",know,ate the last cupcake
0,40,36,female,English,AmE,""":""""}",confess,stole the money
0.61,40,36,female,English,AmE,""":""""}",discover,saw the murder
0.13,40,36,female,English,AmE,""":""""}",final NRRC,bought a new car
0,40,36,female,English,AmE,""":""""}",confirm,lost his key
0.10999999999999999,40,36,female,English,AmE,""":""""}",be right,broke the plate
0.9,78,45,male,English,AmE,""":""""}",NAI MC,control
0.25,78,45,male,English,AmE,""":""""}",be right,broke the plate
0.10999999999999999,78,45,male,English,AmE,""":""""}",confirm,saw the murder
0.12,78,45,male,English,AmE,""":""""}",medial NRRC,stole the money
0.30000000000000004,78,45,male,English,AmE,""":""""}",confess,bought a new car
0.13,78,45,male,English,AmE,""":""""}",discover,cheated on his wife
0.26,78,45,male,English,AmE,""":""""}",know,lost his key
0.08999999999999997,78,45,male,English,AmE,""":""""}",final NRRC,ate the last cupcake
0.10999999999999999,78,45,male,English,AmE,""":""""}",AI MC,control
1,54,40,male,English,AmE,""":""""}",NAI MC,control
0.35,54,40,male,English,AmE,""":""""}",confess,cheated on his wife
0.72,54,40,male,English,AmE,""":""""}",medial NRRC,bought a new car
0.29000000000000004,54,40,male,English,AmE,""":""""}",confirm,lost his key
0.18000000000000005,54,40,male,English,AmE,""":""""}",discover,stole the money
0.84,54,40,male,English,AmE,""":""""}",be right,broke the plate
0.19999999999999996,54,40,male,English,AmE,""":""""}",know,ate the last cupcake
0.10999999999999999,54,40,male,English,AmE,""":""""}",final NRRC,saw the murder
0,54,40,male,English,AmE,""":""""}",AI MC,control
0.32999999999999996,41,21,male,English,AmE,""":""""}",confirm,saw the murder
0.25,41,21,male,English,AmE,""":""""}",final NRRC,lost his key
0.86,41,21,male,English,AmE,""":""""}",confess,bought a new car
1,41,21,male,English,AmE,""":""""}",NAI MC,control
0,41,21,male,English,AmE,""":""""}",AI MC,control
1,41,21,male,English,AmE,""":""""}",discover,stole the money
0.75,41,21,male,English,AmE,""":""""}",know,ate the last cupcake
0.81,41,21,male,English,AmE,""":""""}",medial NRRC,cheated on his wife
0.5900000000000001,41,21,male,English,AmE,""":""""}",be right,broke the plate
0.95,31,57,female,English,AmE,""":""""}",NAI MC,control
0.010000000000000009,31,57,female,English,AmE,""":""""}",discover,bought a new car
0.12,31,57,female,English,AmE,""":""""}",confirm,saw the murder
0.16000000000000003,31,57,female,English,AmE,""":""""}",be right,broke the plate
0,31,57,female,English,AmE,""":""""}",AI MC,control
0,31,57,female,English,AmE,""":""""}",medial NRRC,lost his key
0.020000000000000018,31,57,female,English,AmE,""":""""}",confess,cheated on his wife
0.050000000000000044,31,57,female,English,AmE,""":""""}",know,stole the money
0.07999999999999996,31,57,female,English,AmE,""":""""}",final NRRC,ate the last cupcake
0.42000000000000004,22,41,male,English,AmE,""":""""}",confess,broke the plate
0,22,41,male,English,AmE,""":""""}",AI MC,control
0.76,22,41,male,English,AmE,""":""""}",NAI MC,control
0.25,22,41,male,English,AmE,""":""""}",know,lost his key
0.28,22,41,male,English,AmE,""":""""}",confirm,bought a new car
0.26,22,41,male,English,AmE,""":""""}",be right,cheated on his wife
0.42000000000000004,22,41,male,English,AmE,""":""""}",medial NRRC,saw the murder
0.41000000000000003,22,41,male,English,AmE,""":""""}",final NRRC,ate the last cupcake
0.28,22,41,male,English,AmE,""":""""}",discover,stole the money
0.28,50,31,female,English,AmE,""":""""}",confess,cheated on his wife
0.21999999999999997,50,31,female,English,AmE,""":""""}",know,ate the last cupcake
0.15000000000000002,50,31,female,English,AmE,""":""""}",confirm,bought a new car
0.75,50,31,female,English,AmE,""":""""}",be right,saw the murder
0.33999999999999997,50,31,female,English,AmE,""":""""}",medial NRRC,broke the plate
0,50,31,female,English,AmE,""":""""}",AI MC,control
0.13,50,31,female,English,AmE,""":""""}",discover,stole the money
0.32999999999999996,50,31,female,English,AmE,""":""""}",final NRRC,lost his key
0.86,50,31,female,English,AmE,""":""""}",NAI MC,control
0.75,49,24,male,English,AmE,""":""""}",medial NRRC,broke the plate
0.64,49,24,male,English,AmE,""":""""}",discover,lost his key
0.14,49,24,male,English,AmE,""":""""}",AI MC,control
0.84,49,24,male,English,AmE,""":""""}",NAI MC,control
0.36,49,24,male,English,AmE,""":""""}",know,ate the last cupcake
0.26,49,24,male,English,AmE,""":""""}",final NRRC,saw the murder
0.07999999999999996,49,24,male,English,AmE,""":""""}",confirm,bought a new car
0.19999999999999996,49,24,male,English,AmE,""":""""}",confess,stole the money
0.24,49,24,male,English,AmE,""":""""}",be right,cheated on his wife
0.6699999999999999,57,33,female,English,AmE,""":""""}",medial NRRC,stole the money
0.6799999999999999,57,33,female,English,AmE,""":""""}",know,broke the plate
0,57,33,female,English,AmE,""":""""}",AI MC,control
0.6799999999999999,57,33,female,English,AmE,""":""""}",be right,lost his key
0.38,57,33,female,English,AmE,""":""""}",confirm,bought a new car
0.86,57,33,female,English,AmE,""":""""}",final NRRC,ate the last cupcake
0.98,57,33,female,English,AmE,""":""""}",confess,saw the murder
0.30000000000000004,57,33,female,English,AmE,""":""""}",discover,cheated on his wife
1,57,33,female,English,AmE,""":""""}",NAI MC,control
0.19999999999999996,15,32,female,English,AmE,""":""Most of the responses were functional, albeit a few sounded really awkward without further context given in the prior conversation the folks were having. It's a little hard to judge how natural or unnatural the sentences sound without a few more lines of prior dialogue to better understand the exact situations being discussed.""}",discover,saw the murder
0,15,32,female,English,AmE,""":""Most of the responses were functional, albeit a few sounded really awkward without further context given in the prior conversation the folks were having. It's a little hard to judge how natural or unnatural the sentences sound without a few more lines of prior dialogue to better understand the exact situations being discussed.""}",AI MC,control
0,15,32,female,English,AmE,""":""Most of the responses were functional, albeit a few sounded really awkward without further context given in the prior conversation the folks were having. It's a little hard to judge how natural or unnatural the sentences sound without a few more lines of prior dialogue to better understand the exact situations being discussed.""}",confirm,bought a new car
1,15,32,female,English,AmE,""":""Most of the responses were functional, albeit a few sounded really awkward without further context given in the prior conversation the folks were having. It's a little hard to judge how natural or unnatural the sentences sound without a few more lines of prior dialogue to better understand the exact situations being discussed.""}",NAI MC,control
0.09999999999999998,15,32,female,English,AmE,""":""Most of the responses were functional, albeit a few sounded really awkward without further context given in the prior conversation the folks were having. It's a little hard to judge how natural or unnatural the sentences sound without a few more lines of prior dialogue to better understand the exact situations being discussed.""}",know,lost his key
0,15,32,female,English,AmE,""":""Most of the responses were functional, albeit a few sounded really awkward without further context given in the prior conversation the folks were having. It's a little hard to judge how natural or unnatural the sentences sound without a few more lines of prior dialogue to better understand the exact situations being discussed.""}",final NRRC,ate the last cupcake
0.09999999999999998,15,32,female,English,AmE,""":""Most of the responses were functional, albeit a few sounded really awkward without further context given in the prior conversation the folks were having. It's a little hard to judge how natural or unnatural the sentences sound without a few more lines of prior dialogue to better understand the exact situations being discussed.""}",confess,cheated on his wife
0.29000000000000004,15,32,female,English,AmE,""":""Most of the responses were functional, albeit a few sounded really awkward without further context given in the prior conversation the folks were having. It's a little hard to judge how natural or unnatural the sentences sound without a few more lines of prior dialogue to better understand the exact situations being discussed.""}",medial NRRC,stole the money
0.18999999999999995,15,32,female,English,AmE,""":""Most of the responses were functional, albeit a few sounded really awkward without further context given in the prior conversation the folks were having. It's a little hard to judge how natural or unnatural the sentences sound without a few more lines of prior dialogue to better understand the exact situations being discussed.""}",be right,broke the plate
0.31000000000000005,34,48,male,English,AmE,""":""""}",confess,broke the plate
0.81,34,48,male,English,AmE,""":""""}",discover,saw the murder
0.94,34,48,male,English,AmE,""":""""}",final NRRC,ate the last cupcake
0,34,48,male,English,AmE,""":""""}",AI MC,control
0.84,34,48,male,English,AmE,""":""""}",confirm,stole the money
0.89,34,48,male,English,AmE,""":""""}",be right,lost his key
1,34,48,male,English,AmE,""":""""}",NAI MC,control
0,34,48,male,English,AmE,""":""""}",know,cheated on his wife
0.88,34,48,male,English,AmE,""":""""}",medial NRRC,bought a new car
0,13,57,male,English,AmE,""":""Thank you""}",be right,saw the murder
0.08999999999999997,13,57,male,English,AmE,""":""Thank you""}",medial NRRC,lost his key
0,13,57,male,English,AmE,""":""Thank you""}",know,stole the money
0.07999999999999996,13,57,male,English,AmE,""":""Thank you""}",final NRRC,broke the plate
0,13,57,male,English,AmE,""":""Thank you""}",discover,bought a new car
0,13,57,male,English,AmE,""":""Thank you""}",confirm,ate the last cupcake
1,13,57,male,English,AmE,""":""Thank you""}",NAI MC,control
0,13,57,male,English,AmE,""":""Thank you""}",AI MC,control
0.07999999999999996,13,57,male,English,AmE,""":""Thank you""}",confess,cheated on his wife
1,45,44,male,English,AmE,""":""""}",be right,saw the murder
0.49,45,44,male,English,AmE,""":""""}",confess,ate the last cupcake
0.06000000000000005,45,44,male,English,AmE,""":""""}",discover,cheated on his wife
0.43000000000000005,45,44,male,English,AmE,""":""""}",know,bought a new car
1,45,44,male,English,AmE,""":""""}",NAI MC,control
0.5,45,44,male,English,AmE,""":""""}",medial NRRC,stole the money
0.5,45,44,male,English,AmE,""":""""}",final NRRC,broke the plate
0,45,44,male,English,AmE,""":""""}",AI MC,control
0.35,45,44,male,English,AmE,""":""""}",confirm,lost his key
0.6,6,29,female,English,AmE,""":""none""}",medial NRRC,ate the last cupcake
0,6,29,female,English,AmE,""":""none""}",AI MC,control
0.74,6,29,female,English,AmE,""":""none""}",final NRRC,stole the money
1,6,29,female,English,AmE,""":""none""}",NAI MC,control
0.62,6,29,female,English,AmE,""":""none""}",know,bought a new car
0.41000000000000003,6,29,female,English,AmE,""":""none""}",discover,cheated on his wife
0.6,6,29,female,English,AmE,""":""none""}",confirm,saw the murder
0.61,6,29,female,English,AmE,""":""none""}",be right,lost his key
0.35,6,29,female,English,AmE,""":""none""}",confess,broke the plate
0.61,10,39,female,English,AmE,""":""""}",confirm,ate the last cupcake
0,10,39,female,English,AmE,""":""""}",AI MC,control
0.18999999999999995,10,39,female,English,AmE,""":""""}",know,saw the murder
1,10,39,female,English,AmE,""":""""}",final NRRC,stole the money
0.13,10,39,female,English,AmE,""":""""}",discover,broke the plate
0.6599999999999999,10,39,female,English,AmE,""":""""}",medial NRRC,cheated on his wife
0.5800000000000001,10,39,female,English,AmE,""":""""}",be right,bought a new car
0.6799999999999999,10,39,female,English,AmE,""":""""}",confess,lost his key
1,10,39,female,English,AmE,""":""""}",NAI MC,control
0.18999999999999995,17,61,female,English,AmE,""":""""}",be right,ate the last cupcake
0.99,17,61,female,English,AmE,""":""""}",NAI MC,control
0.040000000000000036,17,61,female,English,AmE,""":""""}",discover,bought a new car
0.09999999999999998,17,61,female,English,AmE,""":""""}",know,saw the murder
0,17,61,female,English,AmE,""":""""}",medial NRRC,broke the plate
0,17,61,female,English,AmE,""":""""}",AI MC,control
0,17,61,female,English,AmE,""":""""}",confirm,stole the money
0,17,61,female,English,AmE,""":""""}",final NRRC,lost his key
0.010000000000000009,17,61,female,English,AmE,""":""""}",confess,cheated on his wife
0.39,18,77,female,English,AmE,""":""none""}",confess,cheated on his wife
0.36,18,77,female,English,AmE,""":""none""}",be right,stole the money
0.26,18,77,female,English,AmE,""":""none""}",final NRRC,saw the murder
0.18000000000000005,18,77,female,English,AmE,""":""none""}",know,broke the plate
0.48,18,77,female,English,AmE,""":""none""}",medial NRRC,bought a new car
0,18,77,female,English,AmE,""":""none""}",AI MC,control
0,18,77,female,English,AmE,""":""none""}",discover,lost his key
0,18,77,female,English,AmE,""":""none""}",confirm,ate the last cupcake
1,18,77,female,English,AmE,""":""none""}",NAI MC,control
0,3,37,male,English,AmE,""":""""}",discover,lost his key
0.6799999999999999,3,37,male,English,AmE,""":""""}",confess,saw the murder
0.6699999999999999,3,37,male,English,AmE,""":""""}",know,ate the last cupcake
0,3,37,male,English,AmE,""":""""}",AI MC,control
1,3,37,male,English,AmE,""":""""}",NAI MC,control
0.5,3,37,male,English,AmE,""":""""}",final NRRC,broke the plate
0.45999999999999996,3,37,male,English,AmE,""":""""}",confirm,cheated on his wife
1,3,37,male,English,AmE,""":""""}",be right,stole the money
0.32999999999999996,3,37,male,English,AmE,""":""""}",medial NRRC,bought a new car
0.5700000000000001,39,44,female,English,AmE,""":""""}",final NRRC,saw the murder
0.42000000000000004,39,44,female,English,AmE,""":""""}",confess,ate the last cupcake
0.19999999999999996,39,44,female,English,AmE,""":""""}",know,stole the money
1,39,44,female,English,AmE,""":""""}",NAI MC,control
0.42000000000000004,39,44,female,English,AmE,""":""""}",discover,lost his key
0,39,44,female,English,AmE,""":""""}",AI MC,control
0.20999999999999996,39,44,female,English,AmE,""":""""}",confirm,broke the plate
0.42000000000000004,39,44,female,English,AmE,""":""""}",be right,cheated on his wife
0.78,39,44,female,English,AmE,""":""""}",medial NRRC,bought a new car
