response,trial_index,trial_type,participantID,age,gender,language,amE,comments,expression,cc
0,6,html-slider-response,4,53,female,English,AmE,""":""""}",mnrrc,lost his key
1,8,html-slider-response,4,53,female,English,AmE,""":""""}",be right,stole the money
0,9,html-slider-response,4,53,female,English,AmE,""":""""}",know,broke the plate
0,10,html-slider-response,4,53,female,English,AmE,""":""""}",fnrrc,ate the last cupcake
0,11,html-slider-response,4,53,female,English,AmE,""":""""}",confess,cheated on his wife
0,3,html-slider-response,74,24,female,English,AmE,""":""""}",fnrrc,ate the last cupcake
1,4,html-slider-response,74,24,female,English,AmE,""":""""}",confess,cheated on his wife
0,6,html-slider-response,74,24,female,English,AmE,""":""""}",know,broke the plate
1,7,html-slider-response,74,24,female,English,AmE,""":""""}",be right,bought a new car
0,8,html-slider-response,74,24,female,English,AmE,""":""""}",mnrrc,stole the money
0.01,9,html-slider-response,74,24,female,English,AmE,""":""""}",discover,saw the murder
0.91,11,html-slider-response,74,24,female,English,AmE,""":""""}",confirm,lost his key
1,3,html-slider-response,13,38,male,English,AmE,""":""""}",know,ate the last cupcake
0,4,html-slider-response,13,38,male,English,AmE,""":""""}",fnrrc,lost his key
1,6,html-slider-response,13,38,male,English,AmE,""":""""}",be right,broke the plate
0,8,html-slider-response,13,38,male,English,AmE,""":""""}",mnrrc,stole the money
1,9,html-slider-response,13,38,male,English,AmE,""":""""}",discover,saw the murder
1,10,html-slider-response,13,38,male,English,AmE,""":""""}",confess,bought a new car
1,11,html-slider-response,13,38,male,English,AmE,""":""""}",confirm,cheated on his wife
0,3,html-slider-response,32,26,male,English,AmE,""":""""}",mnrrc,stole the money
1,4,html-slider-response,32,26,male,English,AmE,""":""""}",confirm,broke the plate
0,5,html-slider-response,32,26,male,English,AmE,""":""""}",confess,lost his key
0,6,html-slider-response,32,26,male,English,AmE,""":""""}",fnrrc,saw the murder
0,7,html-slider-response,32,26,male,English,AmE,""":""""}",know,ate the last cupcake
0,9,html-slider-response,32,26,male,English,AmE,""":""""}",discover,cheated on his wife
1,11,html-slider-response,32,26,male,English,AmE,""":""""}",be right,bought a new car
0.1,3,html-slider-response,80,20,female,English,AmE,""":""""}",know,ate the last cupcake
0.13,5,html-slider-response,80,20,female,English,AmE,""":""""}",fnrrc,saw the murder
0.13,7,html-slider-response,80,20,female,English,AmE,""":""""}",confess,lost his key
0.18,8,html-slider-response,80,20,female,English,AmE,""":""""}",be right,stole the money
0.71,9,html-slider-response,80,20,female,English,AmE,""":""""}",confirm,cheated on his wife
0.69,10,html-slider-response,80,20,female,English,AmE,""":""""}",mnrrc,broke the plate
0.72,11,html-slider-response,80,20,female,English,AmE,""":""""}",discover,bought a new car
0,3,html-slider-response,28,26,male,English,AmE,""":""thanks for the study""}",be right,lost his key
0,5,html-slider-response,28,26,male,English,AmE,""":""thanks for the study""}",discover,ate the last cupcake
0,6,html-slider-response,28,26,male,English,AmE,""":""thanks for the study""}",confess,broke the plate
0,7,html-slider-response,28,26,male,English,AmE,""":""thanks for the study""}",know,saw the murder
0,9,html-slider-response,28,26,male,English,AmE,""":""thanks for the study""}",fnrrc,stole the money
0,10,html-slider-response,28,26,male,English,AmE,""":""thanks for the study""}",confirm,bought a new car
0,11,html-slider-response,28,26,male,English,AmE,""":""thanks for the study""}",mnrrc,cheated on his wife
1,4,html-slider-response,16,42,male,English,AmE,""":""""}",be right,stole the money
1,5,html-slider-response,16,42,male,English,AmE,""":""""}",discover,saw the murder
1,6,html-slider-response,16,42,male,English,AmE,""":""""}",confirm,bought a new car
0,8,html-slider-response,16,42,male,English,AmE,""":""""}",fnrrc,lost his key
0,9,html-slider-response,16,42,male,English,AmE,""":""""}",mnrrc,ate the last cupcake
0,10,html-slider-response,16,42,male,English,AmE,""":""""}",know,cheated on his wife
0,11,html-slider-response,16,42,male,English,AmE,""":""""}",confess,broke the plate
0,3,html-slider-response,65,38,female,English,AmE,""":""""}",fnrrc,broke the plate
1,4,html-slider-response,65,38,female,English,AmE,""":""""}",confess,stole the money
0,5,html-slider-response,65,38,female,English,AmE,""":""""}",discover,bought a new car
0,6,html-slider-response,65,38,female,English,AmE,""":""""}",know,ate the last cupcake
0,7,html-slider-response,65,38,female,English,AmE,""":""""}",mnrrc,cheated on his wife
1,8,html-slider-response,65,38,female,English,AmE,""":""""}",be right,lost his key
0.2,11,html-slider-response,65,38,female,English,AmE,""":""""}",confirm,saw the murder
0,3,html-slider-response,25,42,female,English,AmE,""":""""}",fnrrc,ate the last cupcake
0,4,html-slider-response,25,42,female,English,AmE,""":""""}",discover,cheated on his wife
0.12,7,html-slider-response,25,42,female,English,AmE,""":""""}",confess,saw the murder
0,8,html-slider-response,25,42,female,English,AmE,""":""""}",mnrrc,lost his key
0.94,9,html-slider-response,25,42,female,English,AmE,""":""""}",confirm,broke the plate
0.89,10,html-slider-response,25,42,female,English,AmE,""":""""}",be right,stole the money
0.12,11,html-slider-response,25,42,female,English,AmE,""":""""}",know,bought a new car
1,5,html-slider-response,51,39,female,English,AmE,""":""""}",be right,bought a new car
1,6,html-slider-response,51,39,female,English,AmE,""":""""}",know,saw the murder
0.99,7,html-slider-response,51,39,female,English,AmE,""":""""}",confess,cheated on his wife
0.62,8,html-slider-response,51,39,female,English,AmE,""":""""}",fnrrc,lost his key
0.95,9,html-slider-response,51,39,female,English,AmE,""":""""}",discover,broke the plate
0.94,10,html-slider-response,51,39,female,English,AmE,""":""""}",mnrrc,stole the money
1,11,html-slider-response,51,39,female,English,AmE,""":""""}",confirm,ate the last cupcake
0,3,html-slider-response,41,32,male,English,AmE,""":""""}",know,stole the money
0.35,5,html-slider-response,41,32,male,English,AmE,""":""""}",discover,ate the last cupcake
0.73,6,html-slider-response,41,32,male,English,AmE,""":""""}",fnrrc,lost his key
0.88,7,html-slider-response,41,32,male,English,AmE,""":""""}",confirm,cheated on his wife
0.83,8,html-slider-response,41,32,male,English,AmE,""":""""}",be right,bought a new car
0.78,9,html-slider-response,41,32,male,English,AmE,""":""""}",confess,saw the murder
0.16,11,html-slider-response,41,32,male,English,AmE,""":""""}",mnrrc,broke the plate
0,3,html-slider-response,24,38,female,English,AmE,""":""""}",know,bought a new car
0,4,html-slider-response,24,38,female,English,AmE,""":""""}",confirm,broke the plate
0,5,html-slider-response,24,38,female,English,AmE,""":""""}",fnrrc,cheated on his wife
0,7,html-slider-response,24,38,female,English,AmE,""":""""}",mnrrc,ate the last cupcake
0,9,html-slider-response,24,38,female,English,AmE,""":""""}",discover,saw the murder
1,10,html-slider-response,24,38,female,English,AmE,""":""""}",be right,stole the money
0,11,html-slider-response,24,38,female,English,AmE,""":""""}",confess,lost his key
0,3,html-slider-response,63,25,female,English,AmE,""":""""}",fnrrc,cheated on his wife
1,4,html-slider-response,63,25,female,English,AmE,""":""""}",confirm,lost his key
0,5,html-slider-response,63,25,female,English,AmE,""":""""}",know,stole the money
0,7,html-slider-response,63,25,female,English,AmE,""":""""}",discover,broke the plate
0,8,html-slider-response,63,25,female,English,AmE,""":""""}",confess,saw the murder
0,10,html-slider-response,63,25,female,English,AmE,""":""""}",be right,ate the last cupcake
0,11,html-slider-response,63,25,female,English,AmE,""":""""}",mnrrc,bought a new car
0,3,html-slider-response,19,50,male,English,AmE,""":""""}",discover,broke the plate
0.82,4,html-slider-response,19,50,male,English,AmE,""":""""}",fnrrc,lost his key
0,6,html-slider-response,19,50,male,English,AmE,""":""""}",confirm,saw the murder
0.66,7,html-slider-response,19,50,male,English,AmE,""":""""}",know,ate the last cupcake
0.23,8,html-slider-response,19,50,male,English,AmE,""":""""}",be right,bought a new car
0.65,10,html-slider-response,19,50,male,English,AmE,""":""""}",mnrrc,stole the money
0.4,11,html-slider-response,19,50,male,English,AmE,""":""""}",confess,cheated on his wife
0.02,4,html-slider-response,36,32,female,English,AmE,""":""n/a""}",fnrrc,saw the murder
0.91,5,html-slider-response,36,32,female,English,AmE,""":""n/a""}",confess,broke the plate
1,6,html-slider-response,36,32,female,English,AmE,""":""n/a""}",be right,bought a new car
0.32,7,html-slider-response,36,32,female,English,AmE,""":""n/a""}",discover,lost his key
0,8,html-slider-response,36,32,female,English,AmE,""":""n/a""}",mnrrc,stole the money
0.78,9,html-slider-response,36,32,female,English,AmE,""":""n/a""}",confirm,ate the last cupcake
0.02,11,html-slider-response,36,32,female,English,AmE,""":""n/a""}",know,cheated on his wife
0.78,3,html-slider-response,43,74,female,English,AmE,""":""None""}",be right,lost his key
0.08,4,html-slider-response,43,74,female,English,AmE,""":""None""}",know,saw the murder
0.19,5,html-slider-response,43,74,female,English,AmE,""":""None""}",confirm,stole the money
0.14,6,html-slider-response,43,74,female,English,AmE,""":""None""}",confess,ate the last cupcake
0.15,7,html-slider-response,43,74,female,English,AmE,""":""None""}",mnrrc,bought a new car
0.11,8,html-slider-response,43,74,female,English,AmE,""":""None""}",fnrrc,cheated on his wife
0.06,10,html-slider-response,43,74,female,English,AmE,""":""None""}",discover,broke the plate
0,4,html-slider-response,6,48,female,English,AmE,""":""""}",confess,ate the last cupcake
0,5,html-slider-response,6,48,female,English,AmE,""":""""}",know,broke the plate
1,6,html-slider-response,6,48,female,English,AmE,""":""""}",confirm,lost his key
0,8,html-slider-response,6,48,female,English,AmE,""":""""}",discover,cheated on his wife
1,9,html-slider-response,6,48,female,English,AmE,""":""""}",be right,stole the money
0,10,html-slider-response,6,48,female,English,AmE,""":""""}",fnrrc,saw the murder
0,11,html-slider-response,6,48,female,English,AmE,""":""""}",mnrrc,bought a new car
1,3,html-slider-response,8,48,female,English,AmE,""":""""}",confess,stole the money
1,4,html-slider-response,8,48,female,English,AmE,""":""""}",be right,saw the murder
0,6,html-slider-response,8,48,female,English,AmE,""":""""}",fnrrc,ate the last cupcake
0,7,html-slider-response,8,48,female,English,AmE,""":""""}",know,broke the plate
0,8,html-slider-response,8,48,female,English,AmE,""":""""}",confirm,lost his key
0,9,html-slider-response,8,48,female,English,AmE,""":""""}",discover,cheated on his wife
0,11,html-slider-response,8,48,female,English,AmE,""":""""}",mnrrc,bought a new car
1,3,html-slider-response,21,34,male,English,AmE,""":""""}",be right,stole the money
1,4,html-slider-response,21,34,male,English,AmE,""":""""}",mnrrc,saw the murder
0,5,html-slider-response,21,34,male,English,AmE,""":""""}",fnrrc,ate the last cupcake
0,6,html-slider-response,21,34,male,English,AmE,""":""""}",discover,bought a new car
1,8,html-slider-response,21,34,male,English,AmE,""":""""}",confirm,cheated on his wife
1,10,html-slider-response,21,34,male,English,AmE,""":""""}",confess,broke the plate
0,11,html-slider-response,21,34,male,English,AmE,""":""""}",know,lost his key
0,3,html-slider-response,10,65,female,English,AmE,""":""some of the questions seemed nuanced, it would be nice to know my score of what i got right""}",fnrrc,saw the murder
0,4,html-slider-response,10,65,female,English,AmE,""":""some of the questions seemed nuanced, it would be nice to know my score of what i got right""}",discover,broke the plate
0,5,html-slider-response,10,65,female,English,AmE,""":""some of the questions seemed nuanced, it would be nice to know my score of what i got right""}",confirm,stole the money
0,6,html-slider-response,10,65,female,English,AmE,""":""some of the questions seemed nuanced, it would be nice to know my score of what i got right""}",confess,ate the last cupcake
0,9,html-slider-response,10,65,female,English,AmE,""":""some of the questions seemed nuanced, it would be nice to know my score of what i got right""}",know,bought a new car
1,10,html-slider-response,10,65,female,English,AmE,""":""some of the questions seemed nuanced, it would be nice to know my score of what i got right""}",be right,lost his key
0,11,html-slider-response,10,65,female,English,AmE,""":""some of the questions seemed nuanced, it would be nice to know my score of what i got right""}",mnrrc,cheated on his wife
1,3,html-slider-response,18,54,female,English,AmE,""":""""}",be right,cheated on his wife
0,4,html-slider-response,18,54,female,English,AmE,""":""""}",mnrrc,stole the money
0,5,html-slider-response,18,54,female,English,AmE,""":""""}",discover,bought a new car
0,7,html-slider-response,18,54,female,English,AmE,""":""""}",know,saw the murder
0,9,html-slider-response,18,54,female,English,AmE,""":""""}",confess,lost his key
0,10,html-slider-response,18,54,female,English,AmE,""":""""}",fnrrc,ate the last cupcake
1,11,html-slider-response,18,54,female,English,AmE,""":""""}",confirm,broke the plate
0,3,html-slider-response,20,29,male,English,AmE,""":""""}",confess,saw the murder
0,4,html-slider-response,20,29,male,English,AmE,""":""""}",know,ate the last cupcake
0,5,html-slider-response,20,29,male,English,AmE,""":""""}",mnrrc,stole the money
0,6,html-slider-response,20,29,male,English,AmE,""":""""}",confirm,cheated on his wife
0,7,html-slider-response,20,29,male,English,AmE,""":""""}",fnrrc,bought a new car
0,8,html-slider-response,20,29,male,English,AmE,""":""""}",discover,lost his key
0,11,html-slider-response,20,29,male,English,AmE,""":""""}",be right,broke the plate
0.99,3,html-slider-response,3,43,female,English,AmE,""":""""}",discover,lost his key
1,4,html-slider-response,3,43,female,English,AmE,""":""""}",mnrrc,saw the murder
0.93,5,html-slider-response,3,43,female,English,AmE,""":""""}",confirm,broke the plate
0.66,6,html-slider-response,3,43,female,English,AmE,""":""""}",fnrrc,bought a new car
0.42,8,html-slider-response,3,43,female,English,AmE,""":""""}",confess,ate the last cupcake
0.43,9,html-slider-response,3,43,female,English,AmE,""":""""}",know,stole the money
0.91,10,html-slider-response,3,43,female,English,AmE,""":""""}",be right,cheated on his wife
0.02,3,html-slider-response,50,27,female,English,AmE,""":""""}",fnrrc,bought a new car
0,5,html-slider-response,50,27,female,English,AmE,""":""""}",know,lost his key
0,6,html-slider-response,50,27,female,English,AmE,""":""""}",confess,stole the money
0,7,html-slider-response,50,27,female,English,AmE,""":""""}",mnrrc,ate the last cupcake
1,8,html-slider-response,50,27,female,English,AmE,""":""""}",be right,cheated on his wife
1,10,html-slider-response,50,27,female,English,AmE,""":""""}",confirm,saw the murder
1,11,html-slider-response,50,27,female,English,AmE,""":""""}",discover,broke the plate
1,4,html-slider-response,78,30,female,English,AmE,""":""""}",discover,lost his key
0,5,html-slider-response,78,30,female,English,AmE,""":""""}",confirm,broke the plate
0.13,6,html-slider-response,78,30,female,English,AmE,""":""""}",mnrrc,saw the murder
0.23,7,html-slider-response,78,30,female,English,AmE,""":""""}",confess,bought a new car
0.15,8,html-slider-response,78,30,female,English,AmE,""":""""}",fnrrc,stole the money
0.25,9,html-slider-response,78,30,female,English,AmE,""":""""}",know,ate the last cupcake
0.88,11,html-slider-response,78,30,female,English,AmE,""":""""}",be right,cheated on his wife
0,5,html-slider-response,79,24,male,English,AmE,""":""""}",fnrrc,bought a new car
1,6,html-slider-response,79,24,male,English,AmE,""":""""}",confess,lost his key
1,7,html-slider-response,79,24,male,English,AmE,""":""""}",be right,stole the money
1,8,html-slider-response,79,24,male,English,AmE,""":""""}",discover,ate the last cupcake
1,11,html-slider-response,79,24,male,English,AmE,""":""""}",know,cheated on his wife
1,12,html-slider-response,79,24,male,English,AmE,""":""""}",confirm,broke the plate
1,13,html-slider-response,79,24,male,English,AmE,""":""""}",mnrrc,saw the murder
1,4,html-slider-response,42,37,female,English,AmE,""":""""}",discover,lost his key
1,5,html-slider-response,42,37,female,English,AmE,""":""""}",know,broke the plate
1,6,html-slider-response,42,37,female,English,AmE,""":""""}",confirm,ate the last cupcake
1,8,html-slider-response,42,37,female,English,AmE,""":""""}",confess,cheated on his wife
1,9,html-slider-response,42,37,female,English,AmE,""":""""}",be right,saw the murder
0,10,html-slider-response,42,37,female,English,AmE,""":""""}",fnrrc,bought a new car
0,11,html-slider-response,42,37,female,English,AmE,""":""""}",mnrrc,stole the money
0.79,4,html-slider-response,61,58,male,English,AmE,""":""Interesting study, thanks. I know that one of my answers was in-between the middle and the end, as that's how I intpreted it.""}",discover,cheated on his wife
0,5,html-slider-response,61,58,male,English,AmE,""":""Interesting study, thanks. I know that one of my answers was in-between the middle and the end, as that's how I intpreted it.""}",mnrrc,ate the last cupcake
0,6,html-slider-response,61,58,male,English,AmE,""":""Interesting study, thanks. I know that one of my answers was in-between the middle and the end, as that's how I intpreted it.""}",know,broke the plate
0,8,html-slider-response,61,58,male,English,AmE,""":""Interesting study, thanks. I know that one of my answers was in-between the middle and the end, as that's how I intpreted it.""}",be right,saw the murder
0,9,html-slider-response,61,58,male,English,AmE,""":""Interesting study, thanks. I know that one of my answers was in-between the middle and the end, as that's how I intpreted it.""}",confess,bought a new car
0,10,html-slider-response,61,58,male,English,AmE,""":""Interesting study, thanks. I know that one of my answers was in-between the middle and the end, as that's how I intpreted it.""}",fnrrc,stole the money
0,11,html-slider-response,61,58,male,English,AmE,""":""Interesting study, thanks. I know that one of my answers was in-between the middle and the end, as that's how I intpreted it.""}",confirm,lost his key
